segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,m4_speed_psd_peak_baseband,m4_speed_psd_peak_fm_demodulated,m4_speed_psd_mean_energy_baseband,m4_speed_psd_mean_energy_fm_demodulated,m4_speed_psd_peak_freq_baseband,m4_speed_psd_peak_freq_fm_demodulated,m4_speed_rms_baseband,m4_speed_rms_fm_demodulated,m4_speed_mean_baseband,m4_speed_mean_fm_demodulated,m4_speed_variance_baseband,m4_speed_variance_fm_demodulated,m4_speed_fft_peak_baseband,m4_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
112,2023-02-06T15:04:08.000000000,2023-02-06T15:05:06.000000000,0.0,0.252195,0.0,0.251796,0.0,0.711986,0.929852,0.333246,0.954595,0.628482,0.0,0.444858,0.954595,0.628482,0.678335,0.56126,0.811816,0.699521,0.333333,0.221052,0.907563,0.598008,0.95616,0.295073,0.568883,0.481958,0.95616,0.295073,0.071383,0.966419,0.112812,0.473115,1.0,0.62513,0.828242,0.310717,0.901036,0.278384,0.397313,0.722517,0.901036,0.278384,0.107323,0.671928,0.115707,0.644167,0.333333,0.513584,0.718533,0.545188,0.788822,0.170961,0.355882,0.553928,0.788822,0.170961,0.597401,0.587109,0.576337,0.894357,0.333333,0.182693,0.705624,0.310287,0.614314,0.322346,0.562218,0.81599,0.61399,0.312674,0.02509,0.362579,0.054993,0.611503,0.333333,0.201815,0.309906,0.684081,0.245631,0.72171,0.128866,0.303352,0.245626,0.721586,0.482637,0.481184,0.520071,0.462786,0.333333,0.422529,0.615242,0.227997,0.450389,0.365098,0.732295,0.315739,0.449798,0.342268,0.021628,0.550979,0.029107,0.532072,0.333333,0.358151,0.299557,0.657681,0.234022,0.668231,0.114385,0.622604,0.234016,0.668317,2.2e-05,0.256448,1.6e-05,0.255462,0.333333,0.357524,0.007734,0.049661,0.092054,0.184728,4.2e-05,0.127809,0.014332,0.310574,0
113,2023-02-06T15:04:38.000000000,2023-02-06T15:05:36.000000000,0.0,0.194293,0.0,0.295064,0.0,0.698583,0.929852,0.223113,0.954595,0.731215,0.0,0.376155,0.954595,0.731215,0.264109,0.233359,0.480951,0.28698,0.333333,0.19712,0.791263,0.393486,0.866186,0.267671,0.43258,0.288597,0.866186,0.267671,0.474654,0.999107,0.527901,0.608659,0.666667,0.454699,0.844358,0.402134,0.824938,0.360646,0.757423,0.807224,0.824938,0.360646,0.604349,0.810643,0.570076,0.853132,0.666667,0.40185,0.792402,0.839336,0.849005,0.185453,0.376163,0.715602,0.849005,0.185453,0.17607,0.344418,0.16612,0.800185,0.333333,0.409051,0.224073,0.183589,0.151541,0.190878,0.127668,0.752221,0.150828,0.175759,0.418843,0.391015,0.441125,0.675042,0.333333,0.354335,0.739541,0.733116,0.650984,0.734566,0.45733,0.291,0.650981,0.734392,0.133022,0.204762,0.141791,0.1904,0.333333,0.458105,0.181216,0.288011,0.096485,0.319479,0.098529,0.288908,0.095514,0.30233,0.450832,0.634033,0.472666,0.615499,0.333333,0.374511,0.765461,0.713881,0.673452,0.676027,0.488207,0.558798,0.67345,0.676066,1e-06,0.330145,1e-06,0.331702,0.333333,0.242502,0.006063,0.146224,0.093426,0.24498,1.1e-05,0.208198,0.015822,0.35334,0
114,2023-02-06T15:05:08.000000000,2023-02-06T15:06:06.000000000,0.0,0.221807,0.0,0.227747,0.0,0.700892,0.929852,0.150799,0.954595,0.83846,0.0,0.516787,0.954595,0.83846,0.045478,0.1982,0.084884,0.232963,0.333333,0.373295,0.592771,0.208279,0.74421,0.280328,0.122098,0.141447,0.74421,0.280328,0.818145,0.890926,0.838154,0.604529,0.666667,0.55241,0.898591,0.490649,0.857274,0.735523,0.855078,0.508395,0.857274,0.735523,0.628056,0.602308,0.696941,0.695608,0.333333,0.581394,0.895881,0.891994,0.894471,0.141151,0.749317,0.635322,0.894471,0.141151,0.053166,0.563017,0.05036,0.824963,0.333333,0.549018,0.219021,0.387249,0.135727,0.41025,0.138293,0.754251,0.135001,0.401103,0.643901,0.284233,0.601937,0.635521,0.333333,0.484291,0.78027,0.651418,0.712984,0.638826,0.382898,0.159826,0.712982,0.638453,0.014523,0.197025,0.016883,0.194747,0.333333,0.581101,0.210218,0.342709,0.121298,0.375964,0.123421,0.331777,0.120353,0.365266,0.883451,0.445786,0.840718,0.427666,0.333333,0.535773,0.783101,0.626383,0.695917,0.634891,0.485035,0.267428,0.695915,0.634605,1e-06,0.197247,1e-06,0.197878,0.333333,0.518248,0.010676,0.122132,0.107125,0.211054,1.6e-05,0.139315,0.030693,0.403167,1
115,2023-02-06T15:05:38.000000000,2023-02-06T15:06:36.000000000,0.0,0.274041,0.0,0.281614,0.0,0.708238,0.929852,0.246377,0.954595,0.67307,0.0,0.46848,0.954595,0.67307,0.04333,0.182621,0.076877,0.204869,0.333333,0.391026,0.5504,0.291152,0.716142,0.280443,0.074014,0.13665,0.716142,0.280443,0.248307,0.770245,0.338978,0.3557,0.666667,0.871482,0.835817,0.337363,0.936372,0.729195,0.282383,0.198581,0.936372,0.729195,0.580909,0.234754,0.567348,0.217264,0.333333,0.860873,0.885279,0.610598,0.894795,0.175459,0.665839,0.339756,0.894795,0.175459,0.070963,0.430714,0.069962,0.822059,0.333333,0.379679,0.350549,0.398002,0.324185,0.456304,0.08442,0.761107,0.323618,0.444849,0.241196,0.189249,0.252315,0.4445,0.333333,0.362154,0.599052,0.607856,0.562613,0.699869,0.167459,0.115387,0.56261,0.699541,0.05623,0.175028,0.056289,0.174243,0.333333,0.553471,0.3449,0.250133,0.312538,0.402053,0.090484,0.115623,0.311798,0.386184,0.287145,0.260644,0.24886,0.250373,0.333333,0.689398,0.580368,0.576556,0.534569,0.7289,0.21313,0.15364,0.534566,0.728739,1.6e-05,0.287253,1.3e-05,0.28535,0.333333,0.850286,0.008991,0.117619,0.095726,0.15609,5e-05,0.116929,0.018318,0.361965,1
116,2023-02-06T15:06:08.000000000,2023-02-06T15:07:06.000000000,0.0,0.158863,0.0,0.294901,0.0,0.680583,0.929852,0.339486,0.954595,0.587277,0.0,0.40402,0.954595,0.587277,2.9e-05,0.141176,3.9e-05,0.099915,1.0,0.227326,0.59105,0.274291,0.77474,0.257468,9.3e-05,0.140434,0.77474,0.257468,0.001015,0.750843,0.000969,0.306567,1.0,0.683873,0.714605,0.07564,0.892161,0.366842,0.004458,0.146628,0.892161,0.366842,0.000479,0.258979,0.000384,0.313059,1.0,0.876772,0.788851,0.449998,0.890071,0.25546,0.001107,0.21654,0.890071,0.25546,2e-06,0.370156,2e-06,0.738218,1.0,0.136798,0.387557,0.346508,0.388072,0.37658,4e-06,0.691673,0.387559,0.369999,1e-05,0.107985,1.2e-05,0.362712,1.0,0.243945,0.65333,0.625338,0.658986,0.832939,1.4e-05,0.132996,0.658984,0.832795,5e-06,0.131579,6e-06,0.126113,1.0,0.342493,0.387068,0.345499,0.387814,0.377643,1.3e-05,0.237423,0.387156,0.355871,2.3e-05,0.186068,2.9e-05,0.178476,1.0,0.597936,0.68206,0.606653,0.709819,0.872829,4.3e-05,0.176885,0.709817,0.872981,0.0,0.299114,0.0,0.30019,1.0,0.759822,0.000359,0.16213,0.078714,0.236788,0.0,0.173858,0.000433,0.352594,1
117,2023-02-06T15:06:38.000000000,2023-02-06T15:07:36.000000000,0.0,0.270375,0.0,0.222213,0.0,0.700674,0.929852,0.320088,0.954595,0.732063,0.0,0.52265,0.954595,0.732063,0.0,0.177197,0.0,0.184452,0.0,0.03741,0.591943,0.170538,0.775607,0.288647,0.0,0.06498,0.775607,0.288647,0.0,0.739742,1e-06,0.243024,1.0,0.258089,0.718923,0.122868,0.897153,0.390043,9e-06,0.01916,0.897153,0.390043,0.0,0.102397,0.0,0.194498,1.0,0.369372,0.789604,0.56388,0.890811,0.258156,1e-06,0.220648,0.890811,0.258156,0.0,0.483231,0.0,0.788607,0.0,0.092965,0.387486,0.419245,0.388002,0.450782,0.0,0.740704,0.387488,0.452136,0.0,0.137626,0.0,0.364838,0.333333,0.130358,0.653647,0.639272,0.659308,0.809664,0.0,0.102756,0.659306,0.809439,0.0,0.182015,0.0,0.184693,0.0,0.074993,0.387163,0.407739,0.387913,0.412079,0.0,0.158512,0.387255,0.39238,0.0,0.196471,0.0,0.189833,0.333333,0.193233,0.681738,0.651629,0.709495,0.865991,0.0,0.105375,0.709493,0.866008,0.0,0.181345,0.0,0.178185,0.666667,0.203495,1.7e-05,0.084562,0.078839,0.158363,0.0,0.056992,1.6e-05,0.339576,1
118,2023-02-06T15:07:08.000000000,2023-02-06T15:08:06.000000000,0.0,0.154368,0.0,0.34521,0.0,0.681577,0.929852,0.344693,0.954595,0.758337,0.0,0.249413,0.954595,0.758337,0.0,0.287007,0.0,0.224349,0.0,0.0,0.591943,0.362622,0.775607,0.344261,0.0,0.122252,0.775607,0.344261,0.0,0.699618,0.0,0.088146,0.0,0.060878,0.719205,0.353334,0.897409,0.675251,0.0,0.121181,0.897409,0.675251,0.0,0.102953,0.0,0.028185,0.0,0.067819,0.789526,0.687705,0.890748,0.275163,0.0,0.243186,0.890748,0.275163,0.0,0.222184,0.0,0.721691,0.0,0.0,0.387486,0.400765,0.388002,0.471274,0.0,0.687343,0.387488,0.464596,0.0,0.081355,0.0,0.234587,0.0,0.0,0.653614,0.659225,0.659276,0.657014,0.0,0.170828,0.659273,0.656629,0.0,0.244492,0.0,0.264422,0.0,0.132077,0.387163,0.22532,0.387913,0.563097,0.0,0.142364,0.387255,0.543254,0.0,0.204466,0.0,0.202026,0.0,0.098707,0.681678,0.659129,0.709433,0.696354,0.0,0.259494,0.709431,0.696071,0.0,0.420464,0.0,0.419385,0.0,0.0371,0.0,0.107212,0.078852,0.195456,0.0,0.195769,0.0,0.239811,1
119,2023-02-06T15:07:38.000000000,2023-02-06T15:08:36.000000000,0.0,0.118229,0.0,0.207002,0.0,0.655791,0.929852,0.303536,0.954595,0.606666,0.0,0.436911,0.954595,0.606666,0.0,0.130282,0.0,0.171406,0.0,0.002923,0.591943,0.478857,0.775607,0.318299,0.0,0.191674,0.775607,0.318299,0.0,0.702195,0.0,0.170289,0.0,0.399335,0.719205,0.365157,0.897409,0.636004,0.0,0.072421,0.897409,0.636004,0.0,0.26444,0.0,0.271233,0.0,0.223662,0.789526,0.575887,0.890748,0.239349,0.0,0.171919,0.890748,0.239349,0.0,0.393051,0.0,0.723087,0.0,0.137219,0.387486,0.306133,0.388002,0.358118,0.0,0.681359,0.387488,0.342471,0.0,0.036074,0.0,0.298083,0.0,0.142472,0.653614,0.68105,0.659276,0.643793,0.0,0.163664,0.659273,0.643462,0.0,0.070719,0.0,0.16917,0.0,0.138417,0.387163,0.300866,0.387913,0.580169,0.0,0.318346,0.387255,0.563964,0.0,0.031887,0.0,0.025623,0.0,0.182841,0.681678,0.647692,0.709433,0.674231,0.0,0.197956,0.709431,0.674033,0.0,0.193456,0.0,0.197036,0.0,0.249918,0.0,0.168103,0.078852,0.292786,0.0,0.214034,0.0,0.286996,1
120,2023-02-06T15:08:08.000000000,2023-02-06T15:09:06.000000000,0.0,0.301689,0.0,0.197731,0.0,0.726338,0.929852,0.036344,0.954595,0.737958,0.0,0.471472,0.954595,0.737958,0.0,0.169907,0.0,0.109653,0.0,0.044176,0.591943,0.246474,0.775607,0.154978,0.0,0.089081,0.775607,0.154978,0.0,0.733432,0.0,0.135628,0.0,0.0,0.719205,0.041245,0.897409,0.378273,0.0,0.0,0.897409,0.378273,0.0,0.059751,0.0,0.075105,0.0,0.0,0.789526,0.522967,0.890748,0.006939,0.0,0.142024,0.890748,0.006939,0.0,0.33923,0.0,0.777093,0.0,0.08357,0.387486,0.398971,0.388002,0.413115,0.0,0.740276,0.387488,0.405314,0.0,0.16266,0.0,0.298417,0.0,0.105697,0.653614,0.660154,0.659276,0.825302,0.0,0.100558,0.659273,0.825218,0.0,0.307812,0.0,0.165444,0.0,0.184753,0.387163,0.455892,0.387913,0.396025,0.0,0.12789,0.387255,0.384391,0.0,0.296677,0.0,0.291699,0.0,0.0,0.681678,0.645286,0.709433,0.880984,0.0,0.137997,0.709431,0.88126,0.0,0.14334,0.0,0.13712,0.0,0.032895,0.0,0.101679,0.078852,0.161611,0.0,0.046266,0.0,0.296685,1
121,2023-02-06T15:08:38.000000000,2023-02-06T15:09:36.000000000,0.0,0.029792,0.0,0.324329,0.0,0.648736,0.929852,0.0,0.954595,1.0,0.0,0.236296,0.954595,1.0,0.0,0.338201,0.0,0.241539,0.0,0.087092,0.591943,0.0,0.775607,0.203468,0.0,0.103992,0.775607,0.203468,0.0,0.682226,0.0,0.092093,0.0,0.375233,0.719205,0.0,0.897409,0.468439,0.0,0.163648,0.897409,0.468439,0.0,0.16279,0.0,0.091372,0.0,0.215851,0.789526,0.75099,0.890748,0.025968,0.0,0.241581,0.890748,0.025968,0.0,0.234307,0.0,0.681932,0.0,0.028278,0.387486,0.465817,0.388002,0.500698,0.0,0.640696,0.387488,0.495593,0.0,0.0,0.0,0.226233,0.0,0.111698,0.653614,0.615901,0.659276,0.944045,0.0,0.052055,0.659273,0.943829,0.0,0.379993,0.0,0.320393,0.0,0.23287,0.387163,0.265603,0.387913,0.361248,0.0,0.245439,0.387255,0.347792,0.0,0.188097,0.0,0.191943,0.0,0.288008,0.681678,0.660014,0.709433,1.0,0.0,0.262368,0.709431,1.0,0.0,0.438111,0.0,0.438116,0.0,0.09849,0.0,0.059905,0.078852,0.145074,0.0,0.215031,0.0,0.222169,1
122,2023-02-06T15:09:08.000000000,2023-02-06T15:10:06.000000000,0.0,0.374116,0.0,0.060335,0.0,0.748757,0.929852,0.428499,0.954595,0.560766,0.0,0.612436,0.954595,0.560766,0.0,0.0,0.0,0.061558,0.0,0.290958,0.591943,0.500403,0.775607,0.397171,0.0,0.143819,0.775607,0.397171,0.0,0.781849,0.0,0.138839,0.0,0.722852,0.719247,0.419475,0.897447,0.800814,0.0,0.092886,0.897447,0.800814,0.0,0.198645,0.0,0.16975,0.0,0.45667,0.789488,0.898969,0.890717,0.386414,0.0,0.070506,0.890717,0.386414,0.0,0.390688,0.0,0.832188,0.0,0.405626,0.387486,0.345353,0.388002,0.385839,0.0,0.787525,0.387488,0.382375,0.0,0.291751,0.0,0.330715,0.0,0.415495,0.653665,0.679466,0.659326,0.687126,0.0,0.070302,0.659324,0.686636,0.0,0.16262,0.0,0.057831,0.0,0.498912,0.387163,0.262452,0.387913,0.365677,0.0,0.247212,0.387255,0.339438,0.0,0.300453,0.0,0.283153,0.0,0.54231,0.681726,0.677855,0.709483,0.687381,0.0,0.145321,0.709481,0.686876,0.0,0.0,0.0,0.0,0.0,0.239378,0.0,0.087123,0.078852,0.169342,0.0,0.153676,0.0,0.318513,1
123,2023-02-06T15:09:38.000000000,2023-02-06T15:10:36.000000000,0.0,1.0,0.0,0.550484,0.0,0.893249,0.929907,1.0,0.954635,0.084119,0.0,0.0,0.954635,0.084119,0.0,0.572502,0.0,0.314404,0.666667,0.528312,0.592119,1.0,0.77577,1.0,1.3e-05,0.128135,0.77577,1.0,8e-06,0.0,9e-06,0.0,1.0,0.951724,0.718503,1.0,0.896682,0.605574,0.000387,0.454595,0.896682,0.605574,2.1e-05,0.10538,1.9e-05,0.0,1.0,0.653247,0.790124,0.549712,0.891181,1.0,0.000459,0.487926,0.891181,1.0,0.0,0.0,0.0,0.0,0.333333,1.0,0.38752,0.286793,0.388036,0.304559,1e-06,0.0,0.387522,0.309924,2e-06,1.0,2e-06,0.0,1.0,1.0,0.653939,0.740636,0.6596,0.400124,1.4e-05,0.135301,0.659598,0.3996,0.0,0.805427,0.0,0.42502,0.666667,0.987138,0.387222,0.658403,0.387971,0.0,2e-06,0.117018,0.387312,0.0,2e-06,0.875019,2e-06,0.859856,1.0,0.784574,0.682116,0.630069,0.709883,0.389626,2.3e-05,0.274155,0.709881,0.388991,0.0,0.660585,0.0,0.650289,0.333333,0.114762,4e-06,0.042255,0.078846,0.034921,0.0,0.14996,6e-06,0.0,0
124,2023-02-06T15:10:08.000000000,2023-02-06T15:11:06.000000000,8e-06,1.0,9e-06,0.550484,1.0,0.893249,0.930175,1.0,0.954824,0.084119,7.4e-05,0.0,0.954824,0.084119,0.000294,0.572502,0.000361,0.314404,1.0,0.528312,0.68279,1.0,0.837715,1.0,0.098394,0.128135,0.837715,1.0,0.007998,0.0,0.011121,0.0,1.0,0.951724,0.777091,1.0,0.902639,0.605574,0.193139,0.454595,0.902639,0.605574,0.022506,0.10538,0.023688,0.0,0.333333,0.653247,0.888218,0.549712,0.963007,1.0,0.073922,0.487926,0.963007,1.0,2.5e-05,0.0,2.6e-05,0.0,1.0,1.0,0.380339,0.286793,0.378551,0.304559,0.008151,0.0,0.378029,0.309924,0.018067,1.0,0.022023,0.0,0.333333,1.0,0.556502,0.740636,0.494338,0.400124,0.243783,0.135301,0.494335,0.3996,5.3e-05,0.805427,5.9e-05,0.42502,1.0,0.987138,0.372596,0.658403,0.363265,0.0,0.030843,0.117018,0.362581,0.0,0.010444,0.875019,0.014147,0.859856,0.333333,0.784574,0.58495,0.630069,0.539977,0.389626,0.213058,0.274155,0.539973,0.388991,0.0,0.660585,0.0,0.650289,0.333333,0.114762,0.001181,0.042255,0.080438,0.034921,1e-06,0.14996,0.001722,0.0,0
