segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,current_pos_x_psd_peak_baseband,current_pos_x_psd_peak_fm_demodulated,current_pos_x_psd_mean_energy_baseband,current_pos_x_psd_mean_energy_fm_demodulated,current_pos_x_psd_peak_freq_baseband,current_pos_x_psd_peak_freq_fm_demodulated,current_pos_x_rms_baseband,current_pos_x_rms_fm_demodulated,current_pos_x_mean_baseband,current_pos_x_mean_fm_demodulated,current_pos_x_variance_baseband,current_pos_x_variance_fm_demodulated,current_pos_x_fft_peak_baseband,current_pos_x_fft_peak_fm_demodulated,current_pos_y_psd_peak_baseband,current_pos_y_psd_peak_fm_demodulated,current_pos_y_psd_mean_energy_baseband,current_pos_y_psd_mean_energy_fm_demodulated,current_pos_y_psd_peak_freq_baseband,current_pos_y_psd_peak_freq_fm_demodulated,current_pos_y_rms_baseband,current_pos_y_rms_fm_demodulated,current_pos_y_mean_baseband,current_pos_y_mean_fm_demodulated,current_pos_y_variance_baseband,current_pos_y_variance_fm_demodulated,current_pos_y_fft_peak_baseband,current_pos_y_fft_peak_fm_demodulated,current_pos_z_psd_peak_baseband,current_pos_z_psd_peak_fm_demodulated,current_pos_z_psd_mean_energy_baseband,current_pos_z_psd_mean_energy_fm_demodulated,current_pos_z_psd_peak_freq_baseband,current_pos_z_psd_peak_freq_fm_demodulated,current_pos_z_rms_baseband,current_pos_z_rms_fm_demodulated,current_pos_z_mean_baseband,current_pos_z_mean_fm_demodulated,current_pos_z_variance_baseband,current_pos_z_variance_fm_demodulated,current_pos_z_fft_peak_baseband,current_pos_z_fft_peak_fm_demodulated,target_pos_x_psd_peak_baseband,target_pos_x_psd_peak_fm_demodulated,target_pos_x_psd_mean_energy_baseband,target_pos_x_psd_mean_energy_fm_demodulated,target_pos_x_psd_peak_freq_baseband,target_pos_x_psd_peak_freq_fm_demodulated,target_pos_x_rms_baseband,target_pos_x_rms_fm_demodulated,target_pos_x_mean_baseband,target_pos_x_mean_fm_demodulated,target_pos_x_variance_baseband,target_pos_x_variance_fm_demodulated,target_pos_x_fft_peak_baseband,target_pos_x_fft_peak_fm_demodulated,target_pos_y_psd_peak_baseband,target_pos_y_psd_peak_fm_demodulated,target_pos_y_psd_mean_energy_baseband,target_pos_y_psd_mean_energy_fm_demodulated,target_pos_y_psd_peak_freq_baseband,target_pos_y_psd_peak_freq_fm_demodulated,target_pos_y_rms_baseband,target_pos_y_rms_fm_demodulated,target_pos_y_mean_baseband,target_pos_y_mean_fm_demodulated,target_pos_y_variance_baseband,target_pos_y_variance_fm_demodulated,target_pos_y_fft_peak_baseband,target_pos_y_fft_peak_fm_demodulated,target_pos_z_psd_peak_baseband,target_pos_z_psd_peak_fm_demodulated,target_pos_z_psd_mean_energy_baseband,target_pos_z_psd_mean_energy_fm_demodulated,target_pos_z_psd_peak_freq_baseband,target_pos_z_psd_peak_freq_fm_demodulated,target_pos_z_rms_baseband,target_pos_z_rms_fm_demodulated,target_pos_z_mean_baseband,target_pos_z_mean_fm_demodulated,target_pos_z_variance_baseband,target_pos_z_variance_fm_demodulated,target_pos_z_fft_peak_baseband,target_pos_z_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
55,2023-02-06T14:35:40.000000000,2023-02-06T14:36:38.000000000,0.000281,0.190881,0.000263,0.243762,1.0,0.76355,0.736795,0.19952,0.834442,0.442667,0.004942,0.088839,0.834442,0.442667,5.5e-05,0.186813,4.7e-05,0.325712,1.0,0.70794,0.639211,0.584561,0.798808,0.393611,0.00177,0.235435,0.798808,0.393611,5.5e-05,0.293776,6e-05,0.646842,1.0,0.652843,0.709699,0.406989,0.868062,0.375478,0.002148,0.378744,0.868062,0.375478,5e-06,0.277815,6e-06,0.393404,1.0,0.518042,0.00247,0.111862,0.001473,0.266727,2.9e-05,0.212032,0.001183,0.178071,2.9e-05,0.587101,2.6e-05,0.61833,1.0,0.507988,0.013671,0.649211,0.010838,0.466214,0.000568,0.727452,0.004124,0.454639,1.1e-05,0.221964,1.3e-05,0.293432,1.0,0.640668,0.010889,0.386598,0.002572,0.254655,0.00022,0.197166,0.006408,0.237004,1e-05,0.168902,1.2e-05,0.228052,1.0,0.496726,0.004226,0.189524,0.004152,0.29578,8.1e-05,0.038307,0.001906,0.249225,0.000116,0.290139,8.8e-05,0.820672,1.0,0.465931,0.053135,0.63645,0.04286,0.793028,0.003294,0.554324,0.051252,0.480554,9e-06,0.315291,7e-06,0.250471,1.0,0.454522,0.012842,0.408243,0.009731,0.379088,0.000224,0.516424,0.010122,0.274807,1e-06,0.608342,1e-06,0.458472,1.0,0.453909,0.002285,0.281274,0.002235,0.473987,2.3e-05,0.872772,0.000997,0.438853,0
56,2023-02-06T14:36:10.000000000,2023-02-06T14:37:08.000000000,0.277961,0.199847,0.324237,0.247371,0.666667,0.522386,0.676004,0.214242,0.763646,0.541628,0.18838,0.22524,0.763646,0.541628,0.06322,0.444123,0.091469,0.459033,0.666667,0.585655,0.72788,0.713534,0.812197,0.607687,0.350193,0.455312,0.812197,0.607687,0.032563,0.505443,0.04704,0.783953,0.666667,0.511868,0.70246,0.677034,0.823748,0.477939,0.219714,0.397356,0.823748,0.477939,0.027276,0.030802,0.029764,0.279944,0.333333,0.280421,0.093246,0.031967,0.064059,0.352648,0.020411,0.324471,0.062452,0.268928,0.379748,0.764135,0.290589,0.723895,0.333333,0.377224,0.696112,0.838846,0.463575,0.692296,0.683577,0.793171,0.4586,0.650522,0.092742,0.113686,0.088744,0.227208,0.333333,0.390027,0.407777,0.501741,0.361618,0.387348,0.196507,0.24483,0.360383,0.357522,0.089138,0.092208,0.091478,0.154552,0.333333,0.318279,0.191433,0.185335,0.124077,0.295936,0.088921,0.109145,0.120241,0.243739,0.155836,0.307996,0.147927,0.75527,0.333333,0.449889,0.703602,0.731134,0.582657,0.830818,0.51471,0.575129,0.575675,0.661751,0.095218,0.241204,0.065701,0.185652,0.333333,0.238151,0.44319,0.432171,0.451853,0.507958,0.195108,0.593408,0.447984,0.389155,0.066937,0.897371,0.048463,0.823258,0.333333,0.131257,0.606642,0.451776,0.44069,0.818469,0.549837,0.948626,0.438342,0.759764,0
57,2023-02-06T14:36:40.000000000,2023-02-06T14:37:38.000000000,0.043641,0.079877,0.056006,0.406958,0.333333,0.37694,0.670695,0.227336,0.759978,0.398499,0.181739,0.212883,0.759978,0.398499,0.454535,0.737934,0.444453,0.747753,0.666667,0.559723,0.735873,0.822961,0.801403,0.648738,0.444157,0.64625,0.801403,0.648738,0.493833,0.285273,0.580138,0.72091,0.666667,0.515912,0.783897,0.522093,0.864894,0.556347,0.417661,0.422685,0.864894,0.556347,0.006036,0.0,0.008673,0.063675,0.333333,0.21536,0.109158,0.063614,0.10278,0.332648,0.007345,0.167953,0.10124,0.240838,0.768296,0.594532,0.83405,0.556808,0.666667,0.530577,0.718568,0.807554,0.555235,0.706592,0.670763,0.485818,0.55111,0.625725,0.212876,0.085892,0.297861,0.02488,0.666667,0.185007,0.518248,0.296855,0.52047,0.242907,0.267521,0.230996,0.519542,0.216499,0.041668,0.271585,0.053332,0.183912,0.333333,0.37464,0.228065,0.092736,0.207718,0.293161,0.042304,0.043809,0.204249,0.25904,0.545075,0.120198,0.434479,0.659976,0.666667,0.398366,0.734193,0.641045,0.696005,0.811819,0.536526,0.583108,0.681418,0.774221,0.373363,0.0585,0.33298,0.056784,0.666667,0.214951,0.548629,0.363924,0.626524,0.443121,0.271764,0.478357,0.623888,0.331449,0.748958,0.957218,0.763749,0.929214,0.333333,0.230608,0.877902,0.500327,0.744533,0.899491,0.91205,0.929969,0.743461,0.823186,0
58,2023-02-06T14:37:10.000000000,2023-02-06T14:38:08.000000000,0.044506,0.179103,0.058197,0.594945,0.666667,0.367519,0.699156,0.23447,0.798223,0.141977,0.053556,0.499412,0.798223,0.141977,0.457082,0.681849,0.459966,0.836831,0.666667,0.598506,0.871316,0.800083,0.88771,0.564025,0.69303,0.548041,0.88771,0.564025,0.048924,0.198105,0.068245,0.592977,0.333333,0.489798,0.794808,0.049861,0.912542,0.467315,0.192374,0.391974,0.912542,0.467315,0.006604,0.235247,0.00871,0.431216,0.333333,0.480872,0.062834,0.193109,0.057081,0.300547,0.003806,0.180529,0.055462,0.210228,0.193155,0.450212,0.194485,0.418337,0.666667,0.577498,0.574212,0.599783,0.552175,0.580659,0.352903,0.428663,0.548022,0.51141,0.034669,0.149055,0.045349,0.161197,0.0,0.192166,0.331759,0.249089,0.22908,0.160229,0.158408,0.059355,0.227588,0.149113,0.025695,0.404044,0.030256,0.261705,0.333333,0.348762,0.136938,0.3132,0.124025,0.513623,0.017687,0.272285,0.12019,0.497627,0.053151,0.189618,0.058275,0.824125,0.333333,0.288384,0.566878,0.518392,0.534399,0.80041,0.322773,0.577463,0.512057,0.560938,0.025485,0.177044,0.0224,0.155101,0.0,0.167447,0.341441,0.185364,0.298763,0.301033,0.126746,0.3686,0.293814,0.234335,0.458807,0.790345,0.451824,0.72842,0.333333,0.348662,0.877212,0.358401,0.74511,0.639504,0.907886,0.863291,0.74404,0.575022,1
59,2023-02-06T14:37:40.000000000,2023-02-06T14:38:38.000000000,0.118423,0.38225,0.159624,0.581499,0.333333,0.182251,0.659493,0.330058,0.700463,0.269919,0.595828,0.668754,0.700463,0.269919,0.64906,0.326162,0.772383,0.613417,0.666667,0.547907,0.945339,0.670432,0.936131,0.53708,0.837901,0.321318,0.936131,0.53708,0.039811,0.348699,0.051769,0.652505,0.666667,0.454294,0.636559,0.0,0.792901,0.347287,0.060499,0.263172,0.792901,0.347287,0.000954,0.111889,0.001354,0.300557,0.333333,0.647004,0.178801,0.228384,0.108778,0.526056,0.086789,0.327625,0.107248,0.453378,0.481427,0.44378,0.540917,0.431119,0.666667,0.358355,0.707804,0.525974,0.711189,0.50955,0.501993,0.530635,0.70851,0.48033,0.018642,0.071204,0.020353,0.140569,0.333333,0.166938,0.143882,0.378282,0.15718,0.342399,0.017832,0.105337,0.155549,0.318234,0.004831,0.55308,0.006596,0.355457,0.333333,0.18487,0.323124,0.523542,0.179758,0.626723,0.293112,0.553123,0.176166,0.625031,0.314791,0.21106,0.278272,0.703795,0.666667,0.251627,0.532238,0.396955,0.467355,0.788265,0.291716,0.291873,0.441796,0.363099,0.024446,0.145633,0.019223,0.122149,0.333333,0.153672,0.175539,0.152317,0.257626,0.410815,0.01994,0.472846,0.252387,0.3567,0.554143,0.621248,0.621763,0.485189,0.333333,0.534951,0.739143,0.148075,0.727988,0.344962,0.431252,0.777986,0.726846,0.329924,1
60,2023-02-06T14:38:10.000000000,2023-02-06T14:39:08.000000000,0.797903,0.470667,0.896656,0.493925,0.333333,0.10024,0.691129,0.489797,0.731313,0.830014,0.571582,0.501584,0.731313,0.830014,0.202536,0.064039,0.230015,0.104265,0.666667,0.469772,0.734461,0.557809,0.8347,0.590857,0.266177,0.0,0.8347,0.590857,0.042308,0.188286,0.054827,0.605583,0.333333,0.681416,0.636595,0.401932,0.79323,0.340936,0.058882,0.259992,0.79323,0.340936,0.143311,0.267981,0.148377,0.241801,0.333333,0.549658,0.372715,0.235208,0.324108,0.5828,0.148543,0.287584,0.322948,0.511235,0.245672,0.236621,0.246741,0.37159,0.333333,0.161736,0.45969,0.380085,0.372258,0.408908,0.26907,0.27092,0.366437,0.382599,0.018031,0.086736,0.023369,0.048313,0.333333,0.07292,0.26367,0.299306,0.339066,0.305966,0.032615,0.169487,0.337787,0.280057,0.500566,0.587474,0.597363,0.576698,0.333333,0.101339,0.785155,0.572462,0.650805,0.575311,0.786496,0.473641,0.649276,0.560052,0.009723,0.0271,0.006904,0.503011,0.333333,0.212876,0.277738,0.292871,0.516453,0.761998,0.041434,0.0,0.49325,0.447641,0.023718,0.076145,0.022006,0.074388,0.333333,0.163496,0.324716,0.276131,0.55721,0.45819,0.038512,0.427098,0.554085,0.380804,0.341706,0.530299,0.350908,0.378029,0.333333,0.645904,0.423733,0.032603,0.285507,0.267435,0.290885,0.759509,0.282508,0.251615,1
61,2023-02-06T14:38:40.000000000,2023-02-06T14:39:38.000000000,0.00747,0.411292,0.009109,0.597556,0.0,0.341775,1.0,0.483455,0.997966,0.996281,0.575322,0.30307,0.997966,0.996281,0.004892,0.203719,0.006247,0.282413,0.333333,0.550868,0.685032,0.563852,0.834572,0.641587,0.029325,0.265424,0.834572,0.641587,0.000426,0.14154,0.000454,0.555369,1.0,0.826762,0.711666,0.534628,0.869884,0.342236,0.001638,0.262677,0.869884,0.342236,2.6e-05,0.379943,4.4e-05,0.489013,1.0,0.37427,0.422976,0.19725,0.398028,0.425755,0.093468,0.267235,0.396994,0.342138,0.000311,0.299943,0.000391,0.374939,0.333333,0.352104,0.12152,0.404943,0.170351,0.283026,0.006935,0.189251,0.162657,0.304859,0.000341,0.129362,0.000597,0.166146,0.0,0.205958,0.292586,0.202835,0.383852,0.123092,0.035239,0.09497,0.38266,0.114999,0.012813,0.598702,0.024038,0.596192,0.0,0.207329,0.885078,0.399329,0.782847,0.431714,0.700135,0.299385,0.781896,0.389886,0.000953,0.097367,0.000834,0.600488,0.333333,0.293117,0.314319,0.367349,0.669305,0.741277,0.030009,0.253183,0.653437,0.520221,0.000448,0.17403,0.000558,0.149248,0.0,0.203572,0.362002,0.191461,0.640642,0.295849,0.039331,0.357126,0.638106,0.225999,0.000409,0.414677,0.000511,0.224247,1.0,0.491509,0.141913,0.090154,0.068316,0.223492,0.0407,0.772465,0.064405,0.205044,1
62,2023-02-06T14:39:10.000000000,2023-02-06T14:40:08.000000000,0.903976,0.200894,0.860163,0.625496,0.333333,0.47561,0.999493,0.269863,0.997371,0.66069,0.577071,0.394556,0.997371,0.66069,0.029967,0.299246,0.03412,0.625896,0.666667,0.708133,0.693617,0.711335,0.841175,0.656108,0.035241,0.517976,0.841175,0.656108,0.000108,0.183246,0.000103,0.577911,1.0,0.624008,0.697969,0.264558,0.856208,0.200021,0.010908,0.232687,0.856208,0.200021,0.171224,0.21856,0.18442,0.330001,0.333333,0.29972,0.26686,0.107107,0.165923,0.333827,0.187143,0.300786,0.164491,0.250606,0.004363,0.63261,0.003325,0.542422,0.333333,0.612459,0.074609,0.692394,0.053565,0.462509,0.008993,0.600487,0.044787,0.563022,0.025476,0.106436,0.024026,0.131047,0.333333,0.33818,0.170607,0.166578,0.133954,0.095461,0.038762,0.100979,0.132278,0.092412,0.989729,0.769829,0.999641,0.343654,0.333333,0.329992,0.51757,0.170682,0.274859,0.22485,0.774421,0.134437,0.271684,0.162584,0.013943,0.135355,0.008363,0.562649,0.333333,0.602172,0.175572,0.433096,0.247882,0.729996,0.027024,0.263626,0.211791,0.444268,0.033187,0.136595,0.022217,0.121246,0.333333,0.242959,0.21094,0.030815,0.225949,0.084093,0.043201,0.39395,0.220486,0.053438,0.059513,0.461747,0.065476,0.269315,0.333333,0.191104,0.139934,0.187739,0.070527,0.320459,0.038936,0.766996,0.066625,0.327875,0
63,2023-02-06T14:39:40.000000000,2023-02-06T14:40:38.000000000,0.021828,0.235065,0.026679,0.457048,0.333333,0.5107,0.691203,0.113845,0.791714,0.226177,0.053257,0.53456,0.791714,0.226177,0.292147,0.387322,0.30784,0.688162,0.666667,0.751309,0.791503,0.784642,0.826992,0.513582,0.593148,0.593074,0.826992,0.513582,0.042036,0.157831,0.054732,0.570774,0.666667,0.402391,0.677535,0.080653,0.833399,0.111293,0.038004,0.248834,0.833399,0.111293,0.000139,0.222017,0.00021,0.284264,0.333333,0.293679,0.024059,0.108318,0.016079,0.366384,0.0016,0.339461,0.014389,0.285891,0.56791,0.65988,0.640074,0.58204,0.666667,0.748275,0.730148,0.813506,0.579405,0.610244,0.679758,0.602431,0.575504,0.624297,0.000561,0.118162,0.000644,0.107302,0.333333,0.32713,0.080627,0.180449,0.061634,0.147699,0.008941,0.103976,0.059818,0.136327,0.000492,0.530136,0.000805,0.232929,0.333333,0.357421,0.05399,0.208608,0.034688,0.406902,0.008023,0.253356,0.030461,0.351551,0.009806,0.094963,0.00856,0.633945,1.0,0.628778,0.522353,0.444733,0.388581,0.732877,0.292762,0.218297,0.391893,0.517122,0.000755,0.13158,0.000602,0.120204,0.333333,0.250185,0.100199,0.149263,0.1073,0.245587,0.010027,0.374945,0.101,0.18063,0.080755,0.666323,0.059001,0.552443,0.333333,0.251071,0.450351,0.282575,0.304053,0.44199,0.327614,0.782037,0.301132,0.428583,1
64,2023-02-06T14:40:10.000000000,2023-02-06T14:41:08.000000000,0.149237,0.358845,0.171556,0.527694,0.666667,0.405852,0.653997,0.233818,0.696157,0.235601,0.591361,0.561763,0.696157,0.235601,0.568097,0.431595,0.615001,0.501075,1.0,0.754899,0.824926,0.618398,0.830572,0.228501,0.748975,0.387112,0.830572,0.228501,0.034905,0.176669,0.049497,0.591403,0.666667,0.503858,0.617161,0.30504,0.772505,0.299813,0.077037,0.236809,0.772505,0.299813,0.001623,0.1653,0.002018,0.331196,0.333333,0.318061,0.157531,0.169115,0.092178,0.415652,0.070399,0.373875,0.090619,0.338299,0.419498,0.485984,0.624448,0.439864,1.0,0.568441,0.85979,0.637326,0.839976,0.545163,0.766151,0.375862,0.838492,0.446517,0.018322,0.106882,0.02207,0.128887,0.333333,0.303461,0.126778,0.28428,0.135311,0.209157,0.014615,0.115074,0.133638,0.197796,0.007382,0.35589,0.008571,0.430823,0.333333,0.307048,0.25241,0.39046,0.141289,0.698674,0.179053,0.556564,0.137529,0.656217,0.316249,0.21313,0.313761,0.69938,0.666667,0.347672,0.526883,0.450839,0.422167,0.745986,0.293009,0.292777,0.394439,0.612268,0.023961,0.147034,0.02063,0.127654,0.333333,0.30253,0.152525,0.212798,0.216928,0.422438,0.016194,0.395701,0.211402,0.290805,0.416907,0.727684,0.467375,0.615096,0.333333,0.356804,0.621097,0.271029,0.595097,0.323397,0.337977,0.775774,0.593397,0.295209,1
65,2023-02-06T14:40:40.000000000,2023-02-06T14:41:38.000000000,0.812976,0.325872,0.787673,0.834632,0.333333,0.242716,0.694499,0.492356,0.73388,0.6917,0.574848,0.488824,0.73388,0.6917,0.13531,0.334636,0.149156,0.195095,0.666667,0.845742,0.685282,0.435112,0.808498,0.121586,0.164917,0.127995,0.808498,0.121586,0.048057,0.127487,0.064421,0.580812,0.333333,0.780736,0.639442,0.435598,0.795466,0.561909,0.060537,0.241085,0.795466,0.561909,0.126711,0.183687,0.140302,0.17552,0.333333,0.313244,0.363441,0.180408,0.310373,0.468186,0.156253,0.343984,0.309189,0.398606,0.306842,0.298675,0.348431,0.084749,0.666667,0.32382,0.463722,0.444347,0.373296,0.312012,0.274926,0.259952,0.367484,0.184395,0.020552,0.107313,0.023744,0.064825,0.333333,0.288201,0.257135,0.2913,0.324052,0.256998,0.034625,0.125379,0.322744,0.242239,0.50924,0.79534,0.597922,0.45256,0.333333,0.276027,0.764439,0.51558,0.620848,0.70939,0.809666,0.54304,0.619187,0.718854,0.012091,0.158461,0.008535,0.58846,0.333333,0.0,0.271503,0.306339,0.510859,0.729457,0.038585,0.080304,0.487387,0.447407,0.028339,0.104572,0.02353,0.097137,0.333333,0.322686,0.315778,0.198192,0.528647,0.480714,0.041206,0.404535,0.52532,0.326495,0.375208,0.56623,0.346731,0.40253,0.333333,0.258944,0.427954,0.117631,0.2892,0.093845,0.295881,0.742336,0.286217,0.09706,1
66,2023-02-06T14:41:10.000000000,2023-02-06T14:42:08.000000000,0.115304,0.222659,0.110908,0.811146,0.333333,0.312973,0.951669,0.510658,0.965937,0.945626,0.478012,0.373691,0.965937,0.945626,0.000194,0.316422,0.000176,0.314647,1.0,0.90658,0.641501,0.5062,0.801023,0.328502,0.000938,0.255209,0.801023,0.328502,0.000645,0.112665,0.000598,0.571469,1.0,0.891275,0.708094,0.261684,0.866551,0.424199,0.002706,0.27663,0.866551,0.424199,0.007971,0.321576,0.011135,0.355445,0.333333,0.299282,0.397776,0.129685,0.353733,0.410721,0.145853,0.272041,0.352623,0.33156,0.001796,0.2973,0.001535,0.429023,0.333333,0.258099,0.114656,0.580682,0.154836,0.557362,0.007654,0.55072,0.146998,0.515146,0.00935,0.124593,0.00976,0.118091,0.333333,0.265181,0.272853,0.215886,0.33394,0.169967,0.04448,0.092122,0.332651,0.155648,0.177403,0.770941,0.219468,0.411848,0.333333,0.245149,0.848771,0.462324,0.716679,0.463053,0.843063,0.316474,0.715438,0.46418,0.00575,0.143127,0.003769,0.787985,0.333333,0.397383,0.300273,0.257393,0.614008,0.704053,0.034395,0.43504,0.595486,0.215288,0.012188,0.148237,0.009051,0.132487,0.333333,0.262739,0.337445,0.227583,0.557585,0.356916,0.049607,0.359184,0.554463,0.293864,0.007778,0.508262,0.008335,0.347664,0.333333,0.291097,0.139543,0.047293,0.065052,0.299087,0.0398,0.772269,0.063448,0.252574,1
67,2023-02-06T14:41:40.000000000,2023-02-06T14:42:38.000000000,0.586153,0.301252,0.756314,0.558308,0.333333,0.421864,0.954152,0.254122,0.968293,0.653976,0.475431,0.355918,0.968293,0.653976,0.001549,0.441198,0.001276,0.410158,1.0,0.826943,0.619889,0.735668,0.733483,0.671475,0.233226,0.342605,0.733483,0.671475,0.0,0.195279,1e-06,0.570987,1.0,0.677012,0.70785,0.142162,0.866793,0.15936,2.1e-05,0.306396,0.866793,0.15936,0.201792,0.24254,0.199534,0.43576,0.333333,0.277235,0.224416,0.102951,0.122141,0.301415,0.151638,0.150011,0.120633,0.204227,0.002235,0.485795,0.0023,0.929058,0.333333,0.396299,0.547809,0.741736,0.308327,0.732567,0.453108,0.788264,0.301912,0.791788,0.011946,0.128319,0.012831,0.153962,0.333333,0.305438,0.134615,0.164297,0.092817,0.058924,0.026297,0.058414,0.091061,0.052941,0.687212,0.31324,0.734109,0.386892,0.333333,0.184278,0.443692,0.243746,0.208335,0.178408,0.617769,0.176084,0.204869,0.14713,0.007328,0.350327,0.00492,1.0,0.333333,0.723152,0.147595,0.669634,0.190854,0.80651,0.020814,1.0,0.152027,0.548683,0.01556,0.167653,0.011861,0.144916,0.333333,0.253066,0.166539,0.196818,0.158503,0.24116,0.029282,0.380565,0.152565,0.250804,0.049429,0.567136,0.072133,0.394706,0.333333,0.33483,0.16399,0.126634,0.103493,0.486355,0.04722,0.812138,0.099729,0.3961,0
68,2023-02-06T14:42:10.000000000,2023-02-06T14:43:08.000000000,0.084736,0.367887,0.098618,0.557833,0.666667,0.40203,0.748072,0.106749,0.829912,0.161782,0.132693,0.481994,0.829912,0.161782,0.585472,0.453802,0.650656,0.337234,1.0,0.676989,0.792141,0.809282,0.798893,0.705534,0.740017,0.31288,0.798893,0.705534,0.000309,0.288232,0.000298,0.638304,1.0,0.512192,0.669789,0.3574,0.827611,0.308529,0.031858,0.315387,0.827611,0.308529,0.00168,0.18742,0.001872,0.316614,0.333333,0.264924,0.02826,0.202609,0.021515,0.362939,0.001749,0.251418,0.019835,0.278582,0.490509,0.580194,0.643864,0.983191,0.666667,0.417979,0.794266,0.793893,0.710603,0.605121,0.725233,0.712587,0.707919,0.679434,0.004335,0.105408,0.004542,0.121625,0.333333,0.325291,0.100755,0.172954,0.092429,0.138547,0.011772,0.076411,0.090672,0.13137,0.005757,0.558651,0.00599,0.384323,0.333333,0.175935,0.060088,0.3282,0.04587,0.386781,0.007591,0.381197,0.041692,0.351164,0.002657,0.339936,0.001807,0.912066,1.0,0.574766,0.700533,1.0,0.401991,0.921894,0.545095,0.947721,0.468953,1.0,0.005587,0.144706,0.004315,0.125359,0.333333,0.251036,0.117226,0.201972,0.143449,0.314378,0.012079,0.421427,0.137405,0.271722,0.158221,0.540174,0.115572,0.369318,0.333333,0.201665,0.473067,0.192481,0.349343,0.530357,0.329616,0.821109,0.346612,0.47256,1
69,2023-02-06T14:42:40.000000000,2023-02-06T14:43:38.000000000,0.410359,0.355894,0.393325,0.79113,0.333333,0.402053,0.654815,0.259982,0.69439,0.254342,0.611235,0.529532,0.69439,0.254342,0.394455,0.246845,0.429374,0.284333,0.666667,0.582066,0.898739,0.648265,0.935783,0.439551,0.574434,0.217828,0.935783,0.439551,0.106442,0.257432,0.108356,0.666039,0.333333,0.565481,0.689561,0.590862,0.831201,0.767884,0.111478,0.301142,0.831201,0.767884,0.037047,0.349092,0.042563,0.455726,0.333333,0.336304,0.249327,0.250634,0.170418,0.442042,0.14263,0.39293,0.168994,0.35992,0.84698,0.500614,0.959087,0.50602,0.333333,0.11452,0.734473,0.645073,0.696406,0.368514,0.582964,0.385714,0.69359,0.405696,0.013278,0.093389,0.018903,0.128971,0.333333,0.377923,0.194538,0.261481,0.229661,0.203938,0.026094,0.139246,0.22817,0.189906,0.010193,0.986459,0.018325,0.510366,0.0,0.354137,0.489213,0.418841,0.306677,0.567677,0.588146,0.567416,0.303642,0.497645,1.0,0.165105,1.0,0.721339,0.666667,0.120597,1.0,0.789841,0.919333,0.929067,1.0,0.586334,0.915462,0.887776,0.020918,0.140537,0.019668,0.120435,0.333333,0.233634,0.227987,0.268888,0.344041,0.311259,0.031031,0.420382,0.339411,0.242664,0.39459,0.532691,0.390014,0.384464,0.333333,0.270958,0.636883,0.20255,0.594971,0.475835,0.384203,0.808907,0.593271,0.480464,1
